,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
314,315,42.98,west coast,noon,0.55,0.52,4,3,night owl,frisbee,4,sophomore
314,315,9.26,west coast,noon,0.06,0.09,4,3,night owl,frisbee,4,sophomore
314,315,0.52,west coast,noon,0.0,0.22,5,2,night owl,frisbee,4,sophomore
314,315,0.0,west coast,noon,0.0,0.11,5,2,night owl,frisbee,4,sophomore
314,315,27.51,west coast,evening,0.05,0.28,3,3,night owl,frisbee,4,sophomore
314,315,13.22,west coast,noon,0.06,0.0,1,3,night owl,frisbee,4,sophomore
314,315,13.01,west coast,noon,0.1,0.0,1,3,night owl,frisbee,4,sophomore
314,315,21.65,west coast,evening,0.06,0.11,1,3,night owl,frisbee,4,sophomore
314,315,24.67,west coast,noon,0.0,0.17,1,2,night owl,frisbee,4,sophomore
314,315,28.95,west coast,evening,0.02,0.92,1,2,night owl,frisbee,4,sophomore
