,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
106,107,0.0,east coast,morning,0.24,0.8,3,10,night owl,football,3,junior
106,107,9.65,east coast,evening,0.0,0.77,4,10,night owl,football,3,junior
106,107,29.46,east coast,noon,0.0,0.42,5,9,night owl,football,3,junior
106,107,22.17,east coast,noon,0.0,0.73,4,9,night owl,football,3,junior
106,107,17.01,east coast,evening,0.11,0.7000000000000001,5,9,night owl,football,3,junior
106,107,19.14,west coast,noon,0.0,0.96,4,10,night owl,football,3,junior
106,107,13.09,west coast,noon,0.07,0.85,3,12,night owl,football,3,junior
106,107,21.55,west coast,noon,0.35,0.78,3,11,night owl,football,3,junior
106,107,36.61,west coast,noon,0.26,1.0,3,10,night owl,football,3,junior
106,107,58.36,west coast,noon,0.49,0.85,4,10,night owl,football,3,junior
