,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
733,734,68.56,west coast,morning,0.86,0.58,9,7,night owl,frisbee,3,junior
733,734,47.07,west coast,noon,0.53,0.04,9,7,night owl,frisbee,3,junior
733,734,21.68,west coast,noon,0.07,0.0,9,7,night owl,frisbee,3,junior
733,734,32.2,west coast,noon,0.0,0.06,10,8,night owl,frisbee,3,junior
733,734,33.6,west coast,noon,0.15,0.23,10,9,night owl,frisbee,3,junior
733,734,25.4,west coast,noon,0.03,0.0,10,7,night owl,frisbee,3,junior
733,734,44.98,west coast,evening,0.06,0.08,8,7,night owl,frisbee,3,senior
733,734,42.54,west coast,noon,0.0,0.27,9,7,night owl,frisbee,3,senior
733,734,37.76,west coast,evening,0.0,0.51,9,6,night owl,frisbee,3,senior
733,734,28.2,west coast,morning,0.0,0.58,8,5,night owl,frisbee,3,senior
