,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
604,605,66.07000000000001,west coast,evening,0.86,0.81,7,9,night owl,football,5,senior
604,605,65.5,west coast,evening,1.0,0.79,7,8,night owl,football,5,senior
604,605,54.3,west coast,noon,0.86,0.72,10,7,night owl,football,5,senior
604,605,74.97,west coast,noon,0.85,1.0,10,7,night owl,football,5,senior
604,605,72.59,west coast,noon,0.79,1.0,9,8,night owl,football,5,senior
604,605,63.42,west coast,noon,0.71,1.0,8,6,night owl,football,5,senior
604,605,42.48,west coast,noon,0.31,0.88,8,5,night owl,football,5,senior
604,605,50.91,west coast,noon,0.7000000000000001,0.74,8,4,night owl,football,5,senior
604,605,49.46,west coast,noon,0.44,0.99,9,4,night owl,football,5,senior
604,605,59.54,west coast,noon,0.59,1.0,8,4,night owl,football,5,senior
