,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
848,849,14.78,west coast,noon,0.19,0.76,1,8,night owl,basketball,3,junior
848,849,67.33,west coast,evening,0.56,1.0,1,7,night owl,basketball,3,junior
848,849,49.92,west coast,noon,0.66,0.92,0,6,night owl,basketball,3,junior
848,849,64.03,west coast,noon,0.61,1.0,0,7,night owl,basketball,3,junior
848,849,59.34,west coast,noon,0.64,1.0,0,7,night owl,basketball,3,junior
848,849,61.0,west coast,evening,0.71,0.93,0,7,night owl,basketball,3,junior
848,849,72.24,west coast,noon,0.92,1.0,0,8,night owl,basketball,3,junior
848,849,52.06,west coast,noon,0.85,0.88,1,11,night owl,basketball,3,junior
848,849,68.63,west coast,noon,0.89,1.0,1,12,night owl,basketball,3,junior
848,849,60.48,west coast,noon,1.0,0.93,2,12,night owl,basketball,3,junior
