,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
953,954,0.0,west coast,noon,0.01,0.53,1,5,early bird,curling,1,senior
953,954,53.120000000000005,west coast,noon,0.0,0.58,2,5,early bird,curling,1,senior
953,954,25.76,west coast,evening,0.04,0.24,1,7,early bird,curling,1,senior
953,954,23.16,west coast,noon,0.14,0.41,3,6,early bird,curling,1,senior
953,954,0.0,west coast,noon,0.08,0.63,2,6,early bird,curling,1,senior
953,954,19.92,west coast,noon,0.18,0.58,2,5,early bird,curling,1,senior
953,954,31.74,west coast,noon,0.61,0.55,2,6,early bird,curling,1,senior
953,954,53.59,west coast,noon,0.89,0.09,2,7,early bird,curling,1,senior
953,954,46.51,west coast,noon,1.0,0.15,1,7,early bird,curling,1,senior
953,954,29.45,west coast,noon,1.0,0.0,1,6,early bird,curling,1,senior
