,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
797,798,36.51,west coast,evening,0.75,0.15,7,9,night owl,gymnastics,5,sophomore
797,798,37.01,west coast,noon,0.52,0.1,6,8,night owl,gymnastics,5,sophomore
797,798,31.36,west coast,noon,0.54,0.27,5,9,night owl,gymnastics,5,sophomore
797,798,24.39,west coast,noon,0.23,0.46,3,9,night owl,gymnastics,5,sophomore
797,798,7.37,west coast,morning,0.0,0.21,4,7,night owl,gymnastics,5,sophomore
797,798,9.55,west coast,noon,0.0,0.15,4,8,night owl,gymnastics,5,sophomore
797,798,5.99,west coast,noon,0.03,0.43,3,8,night owl,gymnastics,5,sophomore
797,798,20.04,west coast,morning,0.16,0.47,2,8,night owl,gymnastics,5,sophomore
797,798,21.54,west coast,evening,0.2,0.42,1,8,night owl,gymnastics,5,sophomore
797,798,30.31,west coast,noon,0.63,0.41,2,10,night owl,gymnastics,5,sophomore
