,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
508,509,0.0,west coast,morning,0.18,0.39,3,5,night owl,curling,3,sophomore
508,509,7.95,west coast,morning,0.27,0.05,2,7,night owl,curling,3,sophomore
508,509,8.89,west coast,noon,0.23,0.1,2,8,night owl,curling,3,sophomore
508,509,34.82,west coast,noon,0.2,0.09,3,7,night owl,curling,3,sophomore
508,509,9.52,west coast,noon,0.32,0.0,2,8,night owl,curling,3,sophomore
508,509,20.36,west coast,noon,0.59,0.0,1,10,night owl,curling,3,sophomore
508,509,33.77,west coast,noon,0.01,0.0,1,10,night owl,curling,3,sophomore
508,509,27.06,west coast,noon,0.0,0.0,0,10,night owl,curling,3,sophomore
508,509,0.0,west coast,noon,0.0,0.0,0,10,night owl,curling,3,sophomore
508,509,3.85,west coast,noon,0.0,0.0,1,10,night owl,curling,3,sophomore
