,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
92,93,69.13,east coast,morning,0.03,0.02,0,1,night owl,curling,6,frosh
92,93,14.29,east coast,evening,0.0,0.02,0,0,night owl,curling,6,frosh
92,93,18.45,east coast,evening,0.0,0.19,2,0,night owl,curling,6,frosh
92,93,0.0,east coast,evening,0.02,0.02,1,1,night owl,curling,6,frosh
92,93,18.94,east coast,noon,0.08,0.0,1,2,night owl,curling,6,frosh
92,93,66.47,west coast,morning,0.32,0.0,0,1,night owl,curling,6,frosh
92,93,15.73,west coast,noon,0.59,0.17,1,2,night owl,curling,6,frosh
92,93,33.730000000000004,west coast,evening,0.89,0.0,2,2,night owl,curling,6,frosh
92,93,22.03,west coast,morning,0.6900000000000001,0.11,2,2,night owl,curling,6,frosh
92,93,31.06,west coast,noon,1.0,0.21,1,2,night owl,curling,6,frosh
