,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
446,447,34.43,west coast,evening,0.39,0.54,2,3,night owl,martial arts,5,sophomore
446,447,34.21,west coast,evening,0.19,0.1,3,2,night owl,martial arts,5,sophomore
446,447,21.66,west coast,noon,0.0,0.37,2,2,night owl,martial arts,5,sophomore
446,447,0.0,west coast,noon,0.06,0.36,3,1,night owl,martial arts,5,sophomore
446,447,20.63,west coast,morning,0.0,1.0,4,1,night owl,martial arts,5,sophomore
446,447,31.93,west coast,noon,0.0,1.0,4,1,night owl,martial arts,5,sophomore
446,447,30.38,west coast,noon,0.0,0.84,4,1,night owl,martial arts,5,sophomore
446,447,34.28,west coast,evening,0.01,1.0,3,2,night owl,martial arts,5,sophomore
446,447,47.31,west coast,noon,0.09,0.8200000000000001,3,3,night owl,martial arts,5,sophomore
446,447,39.24,west coast,noon,0.23,0.98,3,4,night owl,martial arts,5,junior
