,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
290,291,22.48,west coast,morning,0.5,0.79,1,9,night owl,table tennis,4,senior
290,291,55.17,west coast,morning,0.85,0.88,1,11,night owl,table tennis,4,senior
290,291,49.78,west coast,noon,0.85,0.88,0,12,night owl,table tennis,4,senior
290,291,73.46000000000001,west coast,evening,1.0,1.0,0,11,night owl,table tennis,4,senior
290,291,61.39,west coast,morning,0.81,1.0,0,11,night owl,table tennis,4,senior
290,291,39.19,west coast,noon,0.58,0.97,0,11,night owl,table tennis,4,senior
290,291,36.97,west coast,noon,0.61,0.9,0,10,night owl,table tennis,4,senior
290,291,43.14,west coast,noon,0.42,0.99,2,9,night owl,table tennis,4,senior
290,291,59.7,west coast,morning,0.77,1.0,3,8,night owl,table tennis,4,senior
290,291,27.62,west coast,noon,0.28,1.0,4,8,night owl,table tennis,4,senior
