,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
601,602,39.82,west coast,evening,0.5700000000000001,0.37,5,5,night owl,curling,3,sophomore
601,602,55.13,west coast,evening,1.0,0.7000000000000001,3,4,night owl,curling,3,sophomore
601,602,49.82,west coast,noon,0.98,0.89,2,4,night owl,curling,3,sophomore
601,602,52.65,west coast,noon,1.0,0.85,1,5,night owl,curling,3,sophomore
601,602,42.98,west coast,noon,1.0,0.67,2,3,night owl,curling,3,sophomore
601,602,37.77,west coast,noon,1.0,0.52,1,3,night owl,curling,3,sophomore
601,602,33.58,west coast,noon,0.91,0.63,3,3,night owl,curling,3,sophomore
601,602,40.58,west coast,noon,0.78,0.36,4,4,night owl,curling,3,sophomore
601,602,22.79,west coast,noon,1.0,0.28,4,3,night owl,curling,3,sophomore
601,602,51.48,west coast,noon,1.0,0.68,4,3,night owl,curling,3,sophomore
