,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
896,897,26.09,west coast,evening,0.55,0.8,1,4,early bird,curling,5,sophomore
896,897,6.75,west coast,noon,0.5,0.49,2,4,early bird,curling,5,sophomore
896,897,12.49,west coast,noon,0.5,0.17,2,5,early bird,curling,5,sophomore
896,897,13.05,west coast,noon,0.42,0.11,2,6,early bird,curling,5,sophomore
896,897,35.27,west coast,noon,1.0,0.0,3,5,early bird,curling,5,sophomore
896,897,21.05,west coast,noon,1.0,0.03,5,6,early bird,curling,5,sophomore
896,897,44.17,west coast,noon,1.0,0.0,6,7,early bird,curling,5,sophomore
896,897,46.35,west coast,morning,1.0,0.0,5,6,early bird,curling,5,sophomore
896,897,28.33,west coast,noon,1.0,0.07,6,7,early bird,curling,5,sophomore
896,897,37.71,west coast,noon,0.99,0.38,5,9,early bird,curling,5,sophomore
