,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
25,26,12.36,east coast,evening,0.05,0.41,0,1,night owl,martial arts,3,sophomore
25,26,0.0,east coast,noon,0.1,0.0,1,0,night owl,martial arts,3,sophomore
25,26,0.0,east coast,noon,0.0,0.0,0,0,night owl,martial arts,3,sophomore
25,26,0.0,east coast,noon,0.1,0.12,0,0,night owl,martial arts,3,sophomore
25,26,7.65,east coast,noon,0.11,0.19,0,0,night owl,martial arts,3,sophomore
25,26,33.410000000000004,west coast,noon,0.23,0.53,0,0,night owl,martial arts,3,sophomore
25,26,32.02,west coast,noon,0.74,0.58,0,0,night owl,martial arts,3,sophomore
25,26,32.84,west coast,evening,0.7000000000000001,0.34,1,0,night owl,martial arts,3,sophomore
25,26,27.85,west coast,noon,1.0,0.13,2,1,night owl,martial arts,3,sophomore
25,26,53.01,west coast,evening,1.0,0.22,2,1,night owl,martial arts,3,sophomore
