,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
82,83,55.21,east coast,morning,0.98,0.77,7,4,night owl,martial arts,6,sophomore
82,83,60.97,east coast,noon,0.89,0.72,7,5,night owl,martial arts,6,sophomore
82,83,57.85,east coast,noon,1.0,0.56,7,7,night owl,martial arts,6,sophomore
82,83,76.95,east coast,noon,0.99,1.0,6,5,night owl,martial arts,6,sophomore
82,83,70.07000000000001,east coast,noon,0.93,1.0,6,4,night owl,martial arts,6,sophomore
82,83,68.58,west coast,evening,0.68,1.0,6,3,night owl,martial arts,6,sophomore
82,83,49.21,west coast,noon,0.45,1.0,6,4,night owl,martial arts,6,sophomore
82,83,59.98,west coast,noon,0.75,0.91,6,5,night owl,martial arts,6,sophomore
82,83,64.94,west coast,noon,1.0,0.98,4,7,night owl,martial arts,6,sophomore
82,83,68.03,west coast,morning,1.0,1.0,4,6,night owl,martial arts,6,sophomore
