,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
166,167,13.78,east coast,evening,0.24,0.35,4,6,night owl,table tennis,3,frosh
166,167,10.67,east coast,noon,0.0,0.79,4,5,night owl,table tennis,3,frosh
166,167,23.13,east coast,noon,0.0,0.73,4,3,night owl,table tennis,3,frosh
166,167,26.76,east coast,noon,0.0,0.4,4,3,night owl,table tennis,3,frosh
166,167,0.0,east coast,noon,0.16,0.38,3,3,night owl,table tennis,3,frosh
166,167,16.45,west coast,noon,0.05,0.0,1,3,night owl,table tennis,3,frosh
166,167,7.87,west coast,noon,0.35,0.0,2,5,night owl,table tennis,3,frosh
166,167,43.49,west coast,noon,0.43,0.01,2,7,night owl,table tennis,3,frosh
166,167,17.59,west coast,noon,0.52,0.0,2,8,night owl,table tennis,3,frosh
166,167,38.29,west coast,noon,0.74,0.1,1,8,night owl,table tennis,3,sophomore
