,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
903,904,51.16,west coast,evening,0.78,0.8,7,7,early bird,frisbee,3,junior
903,904,73.9,west coast,evening,0.86,1.0,8,9,early bird,frisbee,3,junior
903,904,61.24,west coast,noon,0.79,0.81,8,7,early bird,frisbee,3,junior
903,904,39.22,west coast,noon,0.66,0.71,5,5,early bird,frisbee,3,junior
903,904,37.43,west coast,noon,0.12,1.0,5,6,early bird,frisbee,3,junior
903,904,13.06,west coast,evening,0.0,0.86,4,4,early bird,frisbee,3,junior
903,904,16.990000000000002,west coast,evening,0.0,0.98,3,6,early bird,frisbee,3,junior
903,904,48.71,west coast,noon,0.2,1.0,3,4,early bird,frisbee,3,junior
903,904,44.17,west coast,noon,0.39,0.93,3,2,early bird,frisbee,3,junior
903,904,43.98,west coast,noon,0.77,0.86,2,3,early bird,frisbee,3,junior
