,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
946,947,49.0,west coast,evening,0.47,0.95,2,2,night owl,frisbee,3,senior
946,947,50.5,west coast,evening,0.51,0.8200000000000001,2,1,night owl,frisbee,3,senior
946,947,30.97,west coast,noon,0.2,1.0,0,2,night owl,frisbee,3,senior
946,947,58.67,west coast,evening,0.47,1.0,0,3,night owl,frisbee,3,senior
946,947,59.58,west coast,noon,1.0,0.89,1,3,night owl,frisbee,3,senior
946,947,71.49,west coast,noon,0.97,1.0,2,4,night owl,frisbee,3,senior
946,947,75.2,west coast,noon,1.0,1.0,4,4,night owl,frisbee,3,senior
946,947,77.68,west coast,noon,1.0,1.0,5,4,night owl,frisbee,3,senior
946,947,67.74,west coast,noon,1.0,1.0,4,1,night owl,frisbee,3,senior
946,947,65.72,west coast,noon,0.88,1.0,3,1,night owl,frisbee,3,senior
