,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
563,564,57.06,west coast,noon,0.98,0.85,9,11,night owl,football,5,senior
563,564,46.12,west coast,noon,0.92,0.81,7,11,night owl,football,5,senior
563,564,63.68,west coast,evening,1.0,0.84,7,10,night owl,football,5,senior
563,564,55.67,west coast,noon,0.93,0.89,7,10,night owl,football,5,senior
563,564,44.03,west coast,noon,0.84,0.71,6,9,night owl,football,5,senior
563,564,20.94,west coast,morning,0.32,0.87,5,9,night owl,football,5,senior
563,564,44.77,west coast,noon,0.5,0.98,5,9,night owl,football,5,senior
563,564,27.9,west coast,noon,0.05,1.0,4,10,night owl,football,5,senior
563,564,19.29,west coast,noon,0.0,1.0,3,9,night owl,football,5,senior
563,564,21.6,west coast,noon,0.0,0.94,1,8,night owl,football,5,senior
