,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
90,91,43.3,east coast,morning,0.75,0.36,8,6,night owl,baseball,6,sophomore
90,91,30.76,east coast,evening,0.84,0.05,8,6,night owl,baseball,6,sophomore
90,91,34.47,east coast,evening,0.99,0.0,7,6,night owl,baseball,6,sophomore
90,91,31.22,east coast,evening,0.76,0.04,6,7,night owl,baseball,6,junior
90,91,27.33,east coast,noon,0.95,0.12,5,7,night owl,baseball,6,junior
90,91,43.21,west coast,morning,0.8300000000000001,0.41,4,8,night owl,baseball,6,junior
90,91,24.71,west coast,noon,1.0,0.23,3,9,night owl,baseball,6,junior
90,91,33.230000000000004,west coast,evening,0.79,0.19,3,10,night owl,baseball,6,junior
90,91,38.43,west coast,morning,0.9,0.72,3,9,night owl,baseball,6,junior
90,91,55.59,west coast,noon,0.99,1.0,3,10,night owl,baseball,6,junior
