,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
790,791,78.43,west coast,evening,0.96,0.8300000000000001,9,8,night owl,martial arts,3,junior
790,791,78.99,west coast,noon,1.0,0.87,9,8,night owl,martial arts,3,junior
790,791,76.36,west coast,noon,0.94,0.96,8,9,night owl,martial arts,3,junior
790,791,82.15,west coast,noon,1.0,1.0,8,11,night owl,martial arts,3,junior
790,791,74.16,west coast,morning,1.0,0.99,8,11,night owl,martial arts,3,junior
790,791,79.24,west coast,noon,1.0,0.98,7,8,night owl,martial arts,3,junior
790,791,75.98,west coast,noon,1.0,1.0,6,9,night owl,martial arts,3,junior
790,791,71.7,west coast,morning,0.95,1.0,5,11,night owl,martial arts,3,junior
790,791,78.89,west coast,evening,0.91,1.0,4,11,night owl,martial arts,3,junior
790,791,71.36,west coast,noon,0.96,1.0,5,11,night owl,martial arts,3,junior
