,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
844,845,44.47,west coast,noon,0.26,0.38,6,4,night owl,frisbee,2,sophomore
844,845,37.09,west coast,evening,0.14,0.34,6,3,night owl,frisbee,2,sophomore
844,845,20.28,west coast,noon,0.08,0.74,6,2,night owl,frisbee,2,sophomore
844,845,38.81,west coast,noon,0.27,0.66,7,2,night owl,frisbee,2,sophomore
844,845,38.44,west coast,noon,0.14,0.96,6,2,night owl,frisbee,2,sophomore
844,845,40.14,west coast,evening,0.27,0.88,7,1,night owl,frisbee,2,sophomore
844,845,48.49,west coast,noon,0.32,1.0,7,1,night owl,frisbee,2,sophomore
844,845,24.68,west coast,noon,0.0,0.89,7,2,night owl,frisbee,2,sophomore
844,845,28.41,west coast,noon,0.0,0.79,7,4,night owl,frisbee,2,sophomore
844,845,23.71,west coast,noon,0.02,0.76,7,5,night owl,frisbee,2,sophomore
