,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
298,299,41.31,west coast,morning,0.78,0.67,5,7,night owl,football,7,sophomore
298,299,70.53,west coast,morning,0.87,1.0,6,7,night owl,football,7,junior
298,299,63.0,west coast,noon,1.0,1.0,6,7,night owl,football,7,junior
298,299,72.23,west coast,evening,1.0,1.0,5,8,night owl,football,7,junior
298,299,63.52,west coast,morning,0.97,1.0,5,7,night owl,football,7,junior
298,299,42.14,west coast,noon,0.86,0.84,4,7,night owl,football,7,junior
298,299,44.05,west coast,noon,0.93,0.78,5,8,night owl,football,7,junior
298,299,48.6,west coast,noon,1.0,0.77,5,7,night owl,football,7,junior
298,299,50.82,west coast,morning,1.0,0.66,8,9,night owl,football,7,junior
298,299,55.620000000000005,west coast,noon,0.87,0.96,8,9,night owl,football,7,junior
