,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
736,737,46.74,west coast,morning,0.62,0.3,6,0,early bird,gymnastics,2,senior
736,737,47.4,west coast,noon,0.85,0.08,5,0,early bird,gymnastics,2,senior
736,737,11.06,west coast,noon,0.62,0.16,5,1,early bird,gymnastics,2,senior
736,737,21.83,west coast,noon,0.61,0.36,6,2,early bird,gymnastics,2,senior
736,737,35.43,west coast,noon,0.78,0.24,6,3,early bird,gymnastics,2,senior
736,737,44.69,west coast,noon,1.0,0.48,5,3,early bird,gymnastics,2,senior
736,737,46.78,west coast,evening,0.85,0.5700000000000001,5,3,early bird,gymnastics,2,senior
736,737,40.67,west coast,noon,0.95,0.15,6,3,early bird,gymnastics,2,senior
736,737,31.27,west coast,evening,1.0,0.29,6,3,early bird,gymnastics,2,senior
736,737,52.63,west coast,morning,1.0,0.44,6,4,early bird,gymnastics,2,senior
