,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
235,236,59.76,east coast,noon,0.5700000000000001,0.96,4,11,night owl,frisbee,4,sophomore
235,236,74.5,east coast,evening,0.67,0.92,5,10,night owl,frisbee,4,sophomore
235,236,56.83,east coast,evening,0.95,0.58,6,12,night owl,frisbee,4,sophomore
235,236,63.06,east coast,noon,0.97,0.75,7,11,night owl,frisbee,4,sophomore
235,236,48.23,east coast,noon,1.0,0.76,6,12,night owl,frisbee,4,sophomore
235,236,73.04,west coast,noon,1.0,1.0,5,12,night owl,frisbee,4,sophomore
235,236,68.43,west coast,noon,0.9,0.98,6,12,night owl,frisbee,4,sophomore
235,236,68.91,west coast,noon,0.88,1.0,5,12,night owl,frisbee,4,sophomore
235,236,73.03,west coast,noon,1.0,1.0,6,12,night owl,frisbee,4,sophomore
235,236,85.32000000000001,west coast,evening,1.0,1.0,6,11,night owl,frisbee,4,sophomore
