,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
851,852,35.95,west coast,evening,0.5,0.87,1,1,early bird,basketball,3,junior
851,852,36.34,west coast,morning,0.41,0.68,1,2,early bird,basketball,3,junior
851,852,40.71,west coast,noon,0.44,0.9,2,2,early bird,basketball,3,junior
851,852,58.53,west coast,morning,0.53,1.0,2,1,early bird,basketball,3,junior
851,852,42.84,west coast,morning,0.04,1.0,2,1,early bird,basketball,3,junior
851,852,9.93,west coast,noon,0.15,0.95,2,0,early bird,basketball,3,junior
851,852,17.95,west coast,noon,0.0,1.0,2,0,early bird,basketball,3,junior
851,852,21.27,west coast,noon,0.0,1.0,2,1,early bird,basketball,3,junior
851,852,26.15,west coast,noon,0.07,1.0,2,0,early bird,basketball,3,junior
851,852,20.21,west coast,evening,0.0,0.87,3,0,early bird,basketball,3,junior
