,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
619,620,52.63,west coast,morning,0.8200000000000001,0.32,10,11,night owl,football,4,sophomore
619,620,60.66,west coast,evening,0.76,0.14,10,10,night owl,football,4,sophomore
619,620,45.26,west coast,noon,0.67,0.0,10,11,night owl,football,4,sophomore
619,620,34.74,west coast,noon,0.25,0.0,10,10,night owl,football,4,sophomore
619,620,37.97,west coast,noon,0.0,0.02,10,9,night owl,football,4,sophomore
619,620,26.38,west coast,noon,0.0,0.0,10,9,night owl,football,4,sophomore
619,620,32.83,west coast,noon,0.0,0.0,9,9,night owl,football,4,sophomore
619,620,38.03,west coast,noon,0.0,0.0,9,9,night owl,football,4,junior
619,620,27.74,west coast,noon,0.09,0.05,9,9,night owl,football,4,junior
619,620,28.12,west coast,noon,0.0,0.0,10,8,night owl,football,4,junior
