,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
760,761,40.2,west coast,evening,0.06,0.1,7,7,early bird,martial arts,3,junior
760,761,23.26,west coast,noon,0.0,0.37,7,7,early bird,martial arts,3,senior
760,761,39.69,west coast,noon,0.11,0.73,8,7,early bird,martial arts,3,senior
760,761,46.25,west coast,noon,0.0,1.0,9,9,early bird,martial arts,3,senior
760,761,41.03,west coast,evening,0.0,1.0,8,9,early bird,martial arts,3,senior
760,761,45.26,west coast,evening,0.0,0.86,9,9,early bird,martial arts,3,senior
760,761,65.08,west coast,noon,0.03,1.0,10,10,early bird,martial arts,3,senior
760,761,52.66,west coast,evening,0.16,1.0,8,11,early bird,martial arts,3,senior
760,761,47.22,west coast,noon,0.07,0.91,10,11,early bird,martial arts,3,senior
760,761,49.96,west coast,evening,0.05,1.0,10,11,early bird,martial arts,3,senior
