,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
782,783,50.44,west coast,evening,0.54,0.5,5,6,night owl,frisbee,3,sophomore
782,783,32.46,west coast,evening,0.52,0.0,5,7,night owl,frisbee,3,sophomore
782,783,31.88,west coast,noon,0.59,0.02,5,8,night owl,frisbee,3,sophomore
782,783,12.09,west coast,evening,0.1,0.1,4,8,night owl,frisbee,3,sophomore
782,783,18.07,west coast,noon,0.0,0.34,4,8,night owl,frisbee,3,sophomore
782,783,23.88,west coast,evening,0.03,0.39,4,8,night owl,frisbee,3,sophomore
782,783,26.78,west coast,noon,0.04,0.25,4,8,night owl,frisbee,3,sophomore
782,783,35.4,west coast,noon,0.37,0.41,5,9,night owl,frisbee,3,sophomore
782,783,44.82,west coast,morning,0.22,0.38,5,7,night owl,frisbee,3,sophomore
782,783,21.71,west coast,noon,0.0,0.29,5,7,night owl,frisbee,3,sophomore
