,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
505,506,25.12,west coast,morning,0.54,0.5,3,2,night owl,frisbee,4,sophomore
505,506,10.62,west coast,morning,0.27,0.46,1,1,night owl,frisbee,4,sophomore
505,506,6.26,west coast,noon,0.01,0.77,0,2,night owl,frisbee,4,sophomore
505,506,46.65,west coast,noon,0.07,0.87,0,1,night owl,frisbee,4,sophomore
505,506,10.98,west coast,noon,0.33,0.76,0,1,night owl,frisbee,4,sophomore
505,506,13.57,west coast,noon,0.36,0.66,2,2,night owl,frisbee,4,sophomore
505,506,57.7,west coast,noon,0.55,1.0,4,1,night owl,frisbee,4,sophomore
505,506,68.1,west coast,noon,0.85,1.0,6,1,night owl,frisbee,4,sophomore
505,506,64.07000000000001,west coast,noon,0.98,1.0,5,1,night owl,frisbee,4,sophomore
505,506,70.16,west coast,noon,1.0,1.0,3,3,night owl,frisbee,4,junior
