,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
36,37,57.48,east coast,noon,0.91,0.27,10,10,night owl,football,3,junior
36,37,33.32,east coast,noon,1.0,0.05,9,10,night owl,football,3,junior
36,37,49.79,east coast,noon,1.0,0.09,8,10,night owl,football,3,junior
36,37,45.64,east coast,evening,0.99,0.14,7,9,night owl,football,3,senior
36,37,28.5,east coast,noon,1.0,0.05,7,9,night owl,football,3,senior
36,37,50.26,west coast,evening,1.0,0.32,8,7,night owl,football,3,senior
36,37,37.81,west coast,morning,1.0,0.55,5,8,night owl,football,3,senior
36,37,31.22,west coast,noon,1.0,0.38,4,6,night owl,football,3,senior
36,37,73.19,west coast,evening,1.0,0.93,3,5,night owl,football,3,senior
36,37,75.74,west coast,evening,0.86,1.0,4,7,night owl,football,3,senior
