,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
834,835,60.68,west coast,morning,0.68,0.93,1,1,night owl,martial arts,4,junior
834,835,46.0,west coast,noon,0.67,0.8300000000000001,0,2,night owl,martial arts,4,junior
834,835,51.48,west coast,noon,0.5,1.0,0,2,night owl,martial arts,4,junior
834,835,64.71000000000001,west coast,noon,0.92,1.0,0,3,night owl,martial arts,4,junior
834,835,62.38,west coast,noon,1.0,1.0,0,3,night owl,martial arts,4,junior
834,835,51.03,west coast,noon,0.97,0.81,0,4,night owl,martial arts,4,junior
834,835,58.1,west coast,noon,1.0,0.88,0,5,night owl,martial arts,4,junior
834,835,56.92,west coast,noon,0.89,0.91,1,5,night owl,martial arts,4,junior
834,835,35.53,west coast,noon,0.38,0.6900000000000001,1,6,night owl,martial arts,4,junior
834,835,34.7,west coast,noon,0.0,0.12,1,9,night owl,martial arts,4,junior
