,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
104,105,0.0,east coast,morning,0.28,0.37,1,3,night owl,baseball,5,junior
104,105,25.67,east coast,evening,0.75,0.45,1,3,night owl,baseball,5,junior
104,105,16.91,east coast,noon,0.65,0.29,0,3,night owl,baseball,5,junior
104,105,31.43,east coast,noon,0.78,0.05,0,6,night owl,baseball,5,junior
104,105,28.05,east coast,evening,0.67,0.05,0,7,night owl,baseball,5,junior
104,105,32.77,west coast,noon,0.8200000000000001,0.0,0,8,night owl,baseball,5,junior
104,105,33.68,west coast,noon,0.52,0.0,0,9,night owl,baseball,5,junior
104,105,6.22,west coast,noon,0.84,0.03,0,8,night owl,baseball,5,junior
104,105,52.46,west coast,noon,0.76,0.19,0,7,night owl,baseball,5,junior
104,105,43.79,west coast,noon,0.93,0.08,1,7,night owl,baseball,5,junior
