,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
916,917,67.51,west coast,evening,0.95,0.9,4,3,night owl,table tennis,4,junior
916,917,45.16,west coast,noon,0.84,0.85,4,2,night owl,table tennis,4,junior
916,917,64.77,west coast,noon,1.0,1.0,4,5,night owl,table tennis,4,junior
916,917,58.05,west coast,morning,1.0,0.96,4,4,night owl,table tennis,4,junior
916,917,67.74,west coast,noon,1.0,0.97,5,3,night owl,table tennis,4,junior
916,917,53.83,west coast,noon,0.89,0.93,5,3,night owl,table tennis,4,junior
916,917,56.36,west coast,noon,0.94,0.91,5,2,night owl,table tennis,4,junior
916,917,75.32000000000001,west coast,evening,1.0,1.0,4,2,night owl,table tennis,4,junior
916,917,67.07000000000001,west coast,noon,1.0,1.0,4,2,night owl,table tennis,4,junior
916,917,44.88,west coast,noon,0.94,0.93,3,0,night owl,table tennis,4,junior
