,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
732,733,36.32,west coast,morning,0.55,0.44,3,3,night owl,football,7,sophomore
732,733,26.93,west coast,noon,0.8300000000000001,0.6,2,1,night owl,football,7,sophomore
732,733,0.0,west coast,noon,0.49,0.54,2,0,night owl,football,7,sophomore
732,733,0.0,west coast,noon,0.2,0.96,1,0,night owl,football,7,sophomore
732,733,24.35,west coast,noon,0.56,0.91,2,0,night owl,football,7,sophomore
732,733,17.57,west coast,noon,0.35,0.94,1,0,night owl,football,7,sophomore
732,733,14.69,west coast,evening,0.0,0.96,1,0,night owl,football,7,sophomore
732,733,0.0,west coast,noon,0.1,0.87,1,1,night owl,football,7,sophomore
732,733,2.05,west coast,evening,0.08,0.86,2,1,night owl,football,7,sophomore
732,733,0.0,west coast,morning,0.17,0.52,3,0,night owl,football,7,sophomore
