,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
215,216,27.45,east coast,morning,0.4,0.48,6,5,night owl,table tennis,3,sophomore
215,216,29.13,east coast,evening,0.34,0.72,6,3,night owl,table tennis,3,sophomore
215,216,26.15,east coast,morning,0.18,1.0,7,3,night owl,table tennis,3,sophomore
215,216,27.24,east coast,noon,0.07,1.0,7,3,night owl,table tennis,3,sophomore
215,216,23.22,east coast,noon,0.2,0.98,6,3,night owl,table tennis,3,sophomore
215,216,4.62,west coast,noon,0.0,0.91,6,3,night owl,table tennis,3,sophomore
215,216,59.35,west coast,noon,0.0,0.79,4,4,night owl,table tennis,3,sophomore
215,216,43.78,west coast,evening,0.17,0.2,4,6,night owl,table tennis,3,sophomore
215,216,33.61,west coast,noon,0.22,0.1,3,5,night owl,table tennis,3,sophomore
215,216,31.44,west coast,noon,0.0,0.08,4,5,night owl,table tennis,3,sophomore
