,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
113,114,39.46,east coast,evening,0.24,0.39,4,5,night owl,martial arts,3,sophomore
113,114,16.91,east coast,noon,0.15,0.43,4,6,night owl,martial arts,3,sophomore
113,114,31.14,east coast,noon,0.5,0.56,4,5,night owl,martial arts,3,sophomore
113,114,24.51,east coast,noon,0.0,0.43,3,7,night owl,martial arts,3,sophomore
113,114,25.26,east coast,morning,0.0,0.19,3,6,night owl,martial arts,3,sophomore
113,114,38.01,west coast,noon,0.0,0.0,4,6,night owl,martial arts,3,sophomore
113,114,24.25,west coast,noon,0.0,0.0,3,4,night owl,martial arts,3,sophomore
113,114,22.79,west coast,evening,0.02,0.0,4,5,night owl,martial arts,3,sophomore
113,114,39.46,west coast,evening,0.03,0.0,3,6,night owl,martial arts,3,junior
113,114,0.0,west coast,noon,0.0,0.19,2,8,night owl,martial arts,3,junior
