,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
44,45,29.02,east coast,evening,0.19,0.36,5,7,night owl,frisbee,3,frosh
44,45,16.64,east coast,noon,0.0,0.27,5,7,night owl,frisbee,3,frosh
44,45,36.46,east coast,evening,0.03,0.37,5,9,night owl,frisbee,3,frosh
44,45,29.76,east coast,noon,0.0,0.05,4,10,night owl,frisbee,3,frosh
44,45,4.22,east coast,noon,0.0,0.12,2,10,night owl,frisbee,3,frosh
44,45,14.42,west coast,noon,0.04,0.17,3,10,night owl,frisbee,3,frosh
44,45,21.78,west coast,noon,0.0,0.34,2,12,night owl,frisbee,3,frosh
44,45,6.3,west coast,noon,0.0,0.0,2,12,night owl,frisbee,3,frosh
44,45,0.0,west coast,noon,0.01,0.12,1,11,night owl,frisbee,3,frosh
44,45,3.19,west coast,noon,0.08,0.09,1,9,night owl,frisbee,3,frosh
