,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
911,912,10.53,west coast,evening,0.1,0.11,1,6,early bird,baseball,3,junior
911,912,0.0,west coast,noon,0.0,0.0,2,7,early bird,baseball,3,junior
911,912,0.0,west coast,noon,0.16,0.0,3,7,early bird,baseball,3,junior
911,912,23.83,west coast,morning,0.0,0.0,3,7,early bird,baseball,3,junior
911,912,51.74,west coast,noon,0.19,0.0,3,7,early bird,baseball,3,junior
911,912,20.57,west coast,noon,0.07,0.0,3,8,early bird,baseball,3,junior
911,912,0.0,west coast,noon,0.23,0.13,2,9,early bird,baseball,3,junior
911,912,4.54,west coast,evening,0.11,0.11,2,8,early bird,baseball,3,junior
911,912,33.03,west coast,noon,0.06,0.16,2,7,early bird,baseball,3,junior
911,912,0.0,west coast,noon,0.0,0.09,2,7,early bird,baseball,3,junior
