,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
592,593,25.59,west coast,morning,0.0,0.7000000000000001,2,8,night owl,basketball,2,junior
592,593,18.85,west coast,noon,0.0,0.37,2,7,night owl,basketball,2,junior
592,593,18.76,west coast,evening,0.16,0.41,3,6,night owl,basketball,2,junior
592,593,14.62,west coast,noon,0.49,0.0,3,6,night owl,basketball,2,junior
592,593,32.95,west coast,morning,0.45,0.24,2,7,night owl,basketball,2,junior
592,593,34.660000000000004,west coast,noon,0.53,0.55,2,9,night owl,basketball,2,junior
592,593,39.19,west coast,noon,0.3,0.84,3,11,night owl,basketball,2,junior
592,593,25.42,west coast,morning,0.11,0.62,3,12,night owl,basketball,2,junior
592,593,33.28,west coast,noon,0.0,0.93,3,12,night owl,basketball,2,junior
592,593,47.72,west coast,noon,0.04,0.99,3,12,night owl,basketball,2,junior
