,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
265,266,25.77,east coast,morning,0.49,0.01,8,1,night owl,gymnastics,6,frosh
265,266,19.73,east coast,noon,0.6900000000000001,0.0,7,1,night owl,gymnastics,6,frosh
265,266,24.57,east coast,noon,1.0,0.13,6,0,night owl,gymnastics,6,frosh
265,266,8.26,east coast,noon,1.0,0.03,6,0,night owl,gymnastics,6,frosh
265,266,17.43,east coast,noon,1.0,0.11,5,0,night owl,gymnastics,6,frosh
265,266,40.24,west coast,evening,1.0,0.0,6,0,night owl,gymnastics,6,frosh
265,266,28.09,west coast,evening,1.0,0.0,7,1,night owl,gymnastics,6,frosh
265,266,34.26,west coast,evening,0.94,0.05,7,1,night owl,gymnastics,6,frosh
265,266,18.23,west coast,noon,1.0,0.13,6,0,night owl,gymnastics,6,frosh
265,266,4.2,west coast,noon,1.0,0.06,7,0,night owl,gymnastics,6,frosh
