,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
42,43,47.92,east coast,evening,0.58,0.68,3,4,night owl,basketball,4,sophomore
42,43,42.56,east coast,noon,0.88,0.63,4,5,night owl,basketball,4,junior
42,43,69.61,east coast,evening,0.8300000000000001,0.89,5,5,night owl,basketball,4,junior
42,43,56.02,east coast,noon,1.0,0.54,6,5,night owl,basketball,4,junior
42,43,46.91,east coast,noon,1.0,0.23,7,4,night owl,basketball,4,junior
42,43,58.27,west coast,noon,1.0,0.61,6,4,night owl,basketball,4,junior
42,43,49.57,west coast,noon,0.92,0.41,8,5,night owl,basketball,4,junior
42,43,78.34,west coast,noon,0.8200000000000001,1.0,9,7,night owl,basketball,4,junior
42,43,77.69,west coast,noon,1.0,0.97,9,7,night owl,basketball,4,junior
42,43,74.27,west coast,noon,1.0,0.86,10,7,night owl,basketball,4,junior
