,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
817,818,0.0,west coast,noon,0.2,0.17,0,9,night owl,baseball,5,frosh
817,818,0.0,west coast,noon,0.09,0.0,1,10,night owl,baseball,5,frosh
817,818,25.69,west coast,noon,0.1,0.12,0,8,night owl,baseball,5,frosh
817,818,0.0,west coast,noon,0.0,0.12,2,8,night owl,baseball,5,frosh
817,818,5.12,west coast,noon,0.0,0.18,4,7,night owl,baseball,5,frosh
817,818,2.73,west coast,noon,0.0,0.45,3,7,night owl,baseball,5,frosh
817,818,29.55,west coast,morning,0.0,0.44,5,7,night owl,baseball,5,frosh
817,818,42.69,west coast,noon,0.03,0.17,7,7,night owl,baseball,5,frosh
817,818,21.64,west coast,morning,0.06,0.36,9,8,night owl,baseball,5,frosh
817,818,27.32,west coast,noon,0.18,0.0,9,7,night owl,baseball,5,frosh
