,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
906,907,29.3,west coast,evening,0.66,0.2,9,8,early bird,gymnastics,3,senior
906,907,13.88,west coast,evening,0.05,0.21,9,6,early bird,gymnastics,3,senior
906,907,26.65,west coast,noon,0.0,0.0,9,5,early bird,gymnastics,3,senior
906,907,27.66,west coast,noon,0.0,0.0,9,5,early bird,gymnastics,3,senior
906,907,24.32,west coast,noon,0.0,0.03,9,6,early bird,gymnastics,3,senior
906,907,32.44,west coast,evening,0.0,0.17,9,6,early bird,gymnastics,3,senior
906,907,15.14,west coast,evening,0.13,0.0,10,8,early bird,gymnastics,3,senior
906,907,7.37,west coast,noon,0.0,0.0,8,9,early bird,gymnastics,3,senior
906,907,19.43,west coast,noon,0.08,0.02,8,10,early bird,gymnastics,3,senior
906,907,0.0,west coast,noon,0.0,0.0,7,8,early bird,gymnastics,3,senior
