,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
978,979,39.14,west coast,evening,0.38,0.78,3,10,night owl,football,3,senior
978,979,24.61,west coast,noon,0.33,0.89,4,10,night owl,football,3,senior
978,979,33.0,west coast,noon,0.48,0.81,3,11,night owl,football,3,senior
978,979,42.27,west coast,noon,0.56,0.9,3,12,night owl,football,3,senior
978,979,50.08,west coast,noon,0.39,1.0,3,12,night owl,football,3,senior
978,979,34.38,west coast,noon,0.09,1.0,4,11,night owl,football,3,senior
978,979,18.38,west coast,noon,0.17,0.86,4,11,night owl,football,3,senior
978,979,0.0,west coast,morning,0.19,0.5,4,12,night owl,football,3,senior
978,979,7.23,west coast,noon,0.33,0.56,5,12,night owl,football,3,senior
978,979,20.49,west coast,noon,0.35,0.84,5,12,night owl,football,3,senior
