,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
526,527,41.37,west coast,morning,0.6,0.08,6,3,night owl,baseball,6,frosh
526,527,38.56,west coast,noon,0.8200000000000001,0.12,7,3,night owl,baseball,6,frosh
526,527,57.44,west coast,noon,1.0,0.44,7,3,night owl,baseball,6,frosh
526,527,51.08,west coast,noon,0.99,0.86,9,2,night owl,baseball,6,frosh
526,527,79.2,west coast,evening,1.0,1.0,9,4,night owl,baseball,6,frosh
526,527,74.96000000000001,west coast,noon,1.0,1.0,10,6,night owl,baseball,6,frosh
526,527,62.5,west coast,morning,1.0,0.89,10,5,night owl,baseball,6,frosh
526,527,52.69,west coast,noon,0.9,0.74,10,4,night owl,baseball,6,frosh
526,527,47.75,west coast,evening,1.0,0.28,9,4,night owl,baseball,6,frosh
526,527,57.14,west coast,evening,0.93,0.31,10,3,night owl,baseball,6,frosh
