,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
398,399,58.31,west coast,noon,0.76,0.8300000000000001,9,10,night owl,frisbee,2,senior
398,399,77.82000000000001,west coast,evening,0.74,0.8,10,9,night owl,frisbee,2,senior
398,399,43.07,west coast,noon,0.43,0.41,10,9,night owl,frisbee,2,senior
398,399,46.97,west coast,noon,0.53,0.31,10,8,night owl,frisbee,2,senior
398,399,60.07,west coast,noon,0.78,0.74,9,8,night owl,frisbee,2,senior
398,399,71.95,west coast,evening,0.93,0.51,8,9,night owl,frisbee,2,senior
398,399,44.37,west coast,noon,1.0,0.1,8,9,night owl,frisbee,2,senior
398,399,42.74,west coast,noon,1.0,0.06,6,10,night owl,frisbee,2,senior
398,399,42.22,west coast,noon,1.0,0.02,6,9,night owl,frisbee,2,senior
398,399,50.47,west coast,noon,1.0,0.18,6,9,night owl,frisbee,2,senior
