,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
202,203,42.18,east coast,evening,0.72,0.19,8,1,night owl,table tennis,5,frosh
202,203,37.11,east coast,noon,0.58,0.3,7,0,night owl,table tennis,5,frosh
202,203,34.42,east coast,noon,0.5,0.0,6,1,night owl,table tennis,5,frosh
202,203,30.48,east coast,morning,0.18,0.0,4,2,night owl,table tennis,5,frosh
202,203,35.57,east coast,noon,0.56,0.02,6,3,night owl,table tennis,5,frosh
202,203,23.97,west coast,evening,0.42,0.12,8,4,night owl,table tennis,5,frosh
202,203,7.84,west coast,noon,0.0,0.08,8,6,night owl,table tennis,5,frosh
202,203,6.61,west coast,noon,0.0,0.0,9,6,night owl,table tennis,5,frosh
202,203,16.330000000000002,west coast,noon,0.01,0.07,10,7,night owl,table tennis,5,frosh
202,203,25.74,west coast,evening,0.01,0.12,9,8,night owl,table tennis,5,frosh
