,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
905,906,0.0,west coast,evening,0.1,0.66,1,12,early bird,gymnastics,3,senior
905,906,0.0,west coast,evening,0.18,0.13,0,12,early bird,gymnastics,3,senior
905,906,23.09,west coast,noon,0.54,0.08,0,12,early bird,gymnastics,3,senior
905,906,30.94,west coast,noon,0.17,0.21,0,12,early bird,gymnastics,3,senior
905,906,29.18,west coast,noon,0.44,0.12,0,12,early bird,gymnastics,3,senior
905,906,41.41,west coast,evening,0.91,0.2,2,10,early bird,gymnastics,3,senior
905,906,26.81,west coast,evening,1.0,0.32,1,9,early bird,gymnastics,3,senior
905,906,44.12,west coast,noon,1.0,0.38,1,10,early bird,gymnastics,3,senior
905,906,33.55,west coast,noon,0.9,0.5,0,11,early bird,gymnastics,3,senior
905,906,31.55,west coast,noon,0.95,0.68,1,11,early bird,gymnastics,3,senior
