,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
744,745,26.05,west coast,evening,0.17,0.22,5,5,night owl,frisbee,3,frosh
744,745,28.3,west coast,noon,0.43,0.41,5,6,night owl,frisbee,3,frosh
744,745,28.25,west coast,noon,0.37,0.0,4,4,night owl,frisbee,3,frosh
744,745,25.99,west coast,noon,0.15,0.13,5,5,night owl,frisbee,3,frosh
744,745,20.75,west coast,noon,0.0,0.32,6,6,night owl,frisbee,3,frosh
744,745,14.89,west coast,noon,0.0,0.0,5,6,night owl,frisbee,3,sophomore
744,745,17.72,west coast,noon,0.0,0.0,5,8,night owl,frisbee,3,sophomore
744,745,30.03,west coast,noon,0.14,0.06,7,10,night owl,frisbee,3,sophomore
744,745,43.21,west coast,evening,0.04,0.06,6,10,night owl,frisbee,3,sophomore
744,745,29.38,west coast,evening,0.14,0.02,5,11,night owl,frisbee,3,sophomore
