,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
435,436,25.73,west coast,evening,0.4,0.66,4,9,night owl,baseball,3,senior
435,436,50.25,west coast,evening,0.41,1.0,3,9,night owl,baseball,3,senior
435,436,59.63,west coast,morning,0.71,1.0,3,9,night owl,baseball,3,senior
435,436,26.95,west coast,noon,0.01,1.0,3,8,night owl,baseball,3,senior
435,436,36.49,west coast,noon,0.09,1.0,2,9,night owl,baseball,3,senior
435,436,25.39,west coast,noon,0.08,1.0,3,9,night owl,baseball,3,senior
435,436,34.77,west coast,noon,0.08,0.95,2,10,night owl,baseball,3,senior
435,436,42.49,west coast,evening,0.42,1.0,1,11,night owl,baseball,3,senior
435,436,36.28,west coast,noon,0.5,1.0,0,11,night owl,baseball,3,senior
435,436,58.620000000000005,west coast,noon,0.66,1.0,1,11,night owl,baseball,3,senior
