,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
861,862,51.89,west coast,evening,0.02,0.34,0,0,early bird,martial arts,3,sophomore
861,862,7.32,west coast,morning,0.17,0.39,0,0,early bird,martial arts,3,sophomore
861,862,9.91,west coast,noon,0.5,0.72,0,0,early bird,martial arts,3,sophomore
861,862,31.78,west coast,evening,0.81,0.71,0,0,early bird,martial arts,3,sophomore
861,862,45.33,west coast,noon,0.95,0.61,1,2,early bird,martial arts,3,sophomore
861,862,19.59,west coast,noon,0.78,0.21,4,1,early bird,martial arts,3,sophomore
861,862,16.85,west coast,noon,0.41,0.29,4,0,early bird,martial arts,3,sophomore
861,862,37.06,west coast,noon,0.53,0.13,6,1,early bird,martial arts,3,sophomore
861,862,36.99,west coast,morning,0.93,0.14,5,0,early bird,martial arts,3,sophomore
861,862,43.54,west coast,evening,0.85,0.6,4,0,early bird,martial arts,3,sophomore
