,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
91,92,80.92,east coast,morning,0.84,1.0,4,12,early bird,basketball,3,senior
91,92,50.72,east coast,evening,0.68,0.9,3,12,early bird,basketball,3,senior
91,92,9.11,east coast,evening,0.21,0.72,3,11,early bird,basketball,3,senior
91,92,41.43,east coast,evening,0.4,1.0,2,11,early bird,basketball,3,senior
91,92,28.08,east coast,noon,0.3,0.85,3,10,early bird,basketball,3,senior
91,92,82.96000000000001,west coast,morning,0.8,1.0,3,9,early bird,basketball,3,senior
91,92,72.18,west coast,noon,0.96,1.0,2,8,early bird,basketball,3,senior
91,92,57.97,west coast,evening,0.87,0.86,4,9,early bird,basketball,3,senior
91,92,68.75,west coast,morning,0.98,0.8300000000000001,3,7,early bird,basketball,3,senior
91,92,61.4,west coast,noon,0.95,0.95,4,6,early bird,basketball,3,senior
