,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
722,723,47.65,west coast,noon,0.88,0.36,8,11,early bird,baseball,6,sophomore
722,723,29.18,west coast,noon,1.0,0.0,8,12,early bird,baseball,6,sophomore
722,723,24.8,west coast,noon,1.0,0.0,9,12,early bird,baseball,6,sophomore
722,723,31.19,west coast,evening,1.0,0.05,9,9,early bird,baseball,6,sophomore
722,723,39.54,west coast,noon,1.0,0.32,8,10,early bird,baseball,6,sophomore
722,723,32.79,west coast,noon,0.97,0.21,8,9,early bird,baseball,6,sophomore
722,723,50.68,west coast,noon,0.94,0.77,9,8,early bird,baseball,6,sophomore
722,723,60.65,west coast,morning,1.0,0.56,9,7,early bird,baseball,6,sophomore
722,723,66.37,west coast,morning,0.9,0.74,10,5,early bird,baseball,6,sophomore
722,723,55.0,west coast,noon,1.0,0.42,10,5,early bird,baseball,6,sophomore
