,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
702,703,56.08,west coast,evening,0.45,0.94,6,6,night owl,frisbee,1,senior
702,703,69.38,west coast,morning,0.8300000000000001,0.87,6,7,night owl,frisbee,1,senior
702,703,56.05,west coast,morning,0.84,0.8200000000000001,5,8,night owl,frisbee,1,senior
702,703,44.21,west coast,noon,0.71,0.67,5,8,night owl,frisbee,1,senior
702,703,60.39,west coast,noon,1.0,0.53,5,10,night owl,frisbee,1,senior
702,703,68.82000000000001,west coast,noon,0.91,0.95,4,11,night owl,frisbee,1,senior
702,703,54.36,west coast,noon,0.66,0.76,2,10,night owl,frisbee,1,senior
702,703,67.33,west coast,noon,0.81,0.95,2,10,night owl,frisbee,1,senior
702,703,36.69,west coast,noon,0.42,0.8300000000000001,3,9,night owl,frisbee,1,senior
702,703,69.01,west coast,evening,0.59,0.99,2,9,night owl,frisbee,1,senior
