,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
318,319,7.97,west coast,noon,0.12,0.59,1,2,night owl,martial arts,3,sophomore
318,319,19.21,west coast,noon,0.29,0.55,0,2,night owl,martial arts,3,sophomore
318,319,21.8,west coast,noon,0.76,0.11,1,1,night owl,martial arts,3,sophomore
318,319,9.76,west coast,noon,0.78,0.16,1,2,night owl,martial arts,3,sophomore
318,319,36.92,west coast,evening,1.0,0.26,2,3,night owl,martial arts,3,sophomore
318,319,24.89,west coast,noon,0.92,0.0,2,3,night owl,martial arts,3,sophomore
318,319,27.92,west coast,noon,0.84,0.0,1,5,night owl,martial arts,3,sophomore
318,319,53.61,west coast,evening,0.81,0.0,0,5,night owl,martial arts,3,sophomore
318,319,44.02,west coast,noon,0.93,0.0,1,5,night owl,martial arts,3,sophomore
318,319,39.93,west coast,evening,0.94,0.0,0,5,night owl,martial arts,3,sophomore
