,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
65,66,36.0,east coast,morning,0.03,0.11,6,7,night owl,table tennis,1,junior
65,66,40.94,east coast,noon,0.19,0.61,7,7,night owl,table tennis,1,junior
65,66,31.93,east coast,noon,0.04,0.28,8,7,night owl,table tennis,1,junior
65,66,39.89,east coast,noon,0.23,0.02,9,6,night owl,table tennis,1,junior
65,66,23.64,east coast,noon,0.2,0.0,9,7,night owl,table tennis,1,junior
65,66,24.18,west coast,morning,0.42,0.08,9,6,night owl,table tennis,1,junior
65,66,40.42,west coast,noon,0.64,0.37,10,7,night owl,table tennis,1,junior
65,66,65.61,west coast,noon,0.87,0.95,10,7,night owl,table tennis,1,junior
65,66,78.04,west coast,noon,0.96,0.9,10,7,night owl,table tennis,1,junior
65,66,80.41,west coast,noon,0.88,1.0,10,6,night owl,table tennis,1,junior
