,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
945,946,67.34,west coast,evening,0.88,0.96,4,6,night owl,football,4,senior
945,946,71.59,west coast,evening,0.96,1.0,3,6,night owl,football,4,senior
945,946,57.11,west coast,noon,0.98,0.93,3,6,night owl,football,4,senior
945,946,71.13,west coast,evening,0.8,0.95,2,7,night owl,football,4,senior
945,946,49.58,west coast,noon,0.55,1.0,5,7,night owl,football,4,senior
945,946,70.96000000000001,west coast,noon,1.0,1.0,7,7,night owl,football,4,senior
945,946,68.39,west coast,noon,0.96,1.0,5,7,night owl,football,4,senior
945,946,67.97,west coast,noon,0.97,1.0,4,6,night owl,football,4,senior
945,946,53.61,west coast,noon,1.0,0.94,2,7,night owl,football,4,senior
945,946,56.76,west coast,noon,1.0,0.72,3,7,night owl,football,4,senior
