,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
476,477,6.37,west coast,morning,0.37,0.48,5,9,night owl,baseball,4,sophomore
476,477,23.23,west coast,morning,0.49,0.68,3,8,night owl,baseball,4,sophomore
476,477,8.19,west coast,noon,0.77,0.0,2,9,night owl,baseball,4,sophomore
476,477,30.38,west coast,evening,0.95,0.0,2,9,night owl,baseball,4,sophomore
476,477,35.88,west coast,evening,0.75,0.0,2,9,night owl,baseball,4,sophomore
476,477,34.18,west coast,noon,0.97,0.1,2,10,night owl,baseball,4,sophomore
476,477,33.2,west coast,noon,0.91,0.0,1,10,night owl,baseball,4,sophomore
476,477,27.33,west coast,noon,0.73,0.0,2,7,night owl,baseball,4,sophomore
476,477,39.93,west coast,evening,1.0,0.2,0,7,night owl,baseball,4,sophomore
476,477,48.92,west coast,noon,0.9,0.68,0,8,night owl,baseball,4,sophomore
