,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
81,82,51.6,east coast,morning,0.8,0.72,4,4,night owl,martial arts,4,sophomore
81,82,61.3,east coast,noon,1.0,0.75,4,6,night owl,martial arts,4,sophomore
81,82,64.48,east coast,noon,0.96,0.93,4,7,night owl,martial arts,4,sophomore
81,82,51.07,east coast,noon,0.87,0.74,3,7,night owl,martial arts,4,sophomore
81,82,31.13,east coast,noon,0.77,0.26,3,8,night owl,martial arts,4,sophomore
81,82,47.2,west coast,evening,0.93,0.12,4,7,night owl,martial arts,4,sophomore
81,82,41.76,west coast,noon,0.86,0.04,4,7,night owl,martial arts,4,sophomore
81,82,33.46,west coast,noon,1.0,0.0,4,5,night owl,martial arts,4,sophomore
81,82,40.17,west coast,noon,0.96,0.0,4,4,night owl,martial arts,4,sophomore
81,82,32.45,west coast,morning,0.93,0.0,4,5,night owl,martial arts,4,sophomore
