,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
59,60,44.49,east coast,noon,0.76,0.51,7,1,night owl,martial arts,3,senior
59,60,63.2,east coast,noon,0.72,1.0,6,0,night owl,martial arts,3,senior
59,60,45.71,east coast,noon,0.11,0.94,5,0,night owl,martial arts,3,senior
59,60,33.02,east coast,noon,0.0,0.8300000000000001,5,0,night owl,martial arts,3,senior
59,60,35.56,east coast,noon,0.14,1.0,4,0,night owl,martial arts,3,senior
59,60,22.82,west coast,noon,0.33,0.81,3,0,night owl,martial arts,3,senior
59,60,4.0,west coast,noon,0.0,0.84,3,0,night owl,martial arts,3,senior
59,60,22.24,west coast,morning,0.01,1.0,3,0,night owl,martial arts,3,senior
59,60,16.51,west coast,noon,0.0,0.92,3,1,night owl,martial arts,3,senior
59,60,36.27,west coast,noon,0.19,1.0,4,0,night owl,martial arts,3,senior
