,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
111,112,21.45,east coast,evening,0.11,0.28,3,3,night owl,table tennis,2,sophomore
111,112,0.0,east coast,noon,0.03,0.32,4,4,night owl,table tennis,2,sophomore
111,112,1.94,east coast,noon,0.12,0.72,3,5,night owl,table tennis,2,sophomore
111,112,17.22,east coast,noon,0.02,0.75,2,6,night owl,table tennis,2,sophomore
111,112,22.38,east coast,morning,0.0,0.53,3,6,night owl,table tennis,2,sophomore
111,112,42.51,west coast,noon,0.04,0.32,3,7,night owl,table tennis,2,sophomore
111,112,19.63,west coast,noon,0.04,0.27,3,9,night owl,table tennis,2,sophomore
111,112,13.88,west coast,evening,0.08,0.15,4,10,night owl,table tennis,2,sophomore
111,112,45.8,west coast,evening,0.05,0.3,4,10,night owl,table tennis,2,sophomore
111,112,28.03,west coast,noon,0.1,0.0,4,10,night owl,table tennis,2,sophomore
