,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
801,802,0.0,west coast,noon,0.11,0.14,1,0,night owl,table tennis,3,sophomore
801,802,0.0,west coast,noon,0.0,0.0,2,0,night owl,table tennis,3,sophomore
801,802,18.18,west coast,evening,0.03,0.0,2,0,night owl,table tennis,3,sophomore
801,802,71.97,west coast,noon,0.0,0.17,2,0,night owl,table tennis,3,sophomore
801,802,0.0,west coast,noon,0.0,0.16,4,1,night owl,table tennis,3,sophomore
801,802,0.0,west coast,noon,0.08,0.08,4,3,night owl,table tennis,3,sophomore
801,802,17.53,west coast,noon,0.44,0.0,6,4,night owl,table tennis,3,sophomore
801,802,22.48,west coast,noon,0.62,0.0,6,4,night owl,table tennis,3,sophomore
801,802,29.18,west coast,noon,0.88,0.0,6,3,night owl,table tennis,3,sophomore
801,802,32.86,west coast,noon,1.0,0.0,6,3,night owl,table tennis,3,sophomore
