,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
921,922,59.52,west coast,evening,0.73,0.74,7,11,night owl,martial arts,4,sophomore
921,922,49.74,west coast,evening,0.58,0.55,7,11,night owl,martial arts,4,sophomore
921,922,49.59,west coast,noon,1.0,0.31,7,12,night owl,martial arts,4,sophomore
921,922,41.27,west coast,noon,1.0,0.37,7,11,night owl,martial arts,4,sophomore
921,922,50.33,west coast,noon,1.0,0.24,8,11,night owl,martial arts,4,sophomore
921,922,30.13,west coast,noon,0.94,0.0,6,10,night owl,martial arts,4,sophomore
921,922,21.89,west coast,noon,1.0,0.0,5,9,night owl,martial arts,4,sophomore
921,922,42.61,west coast,noon,1.0,0.0,5,9,night owl,martial arts,4,sophomore
921,922,46.77,west coast,evening,0.93,0.05,4,7,night owl,martial arts,4,sophomore
921,922,35.75,west coast,noon,0.84,0.0,4,8,night owl,martial arts,4,sophomore
